3284,17/05/2019 19:00,0.00032,0.00541,0.00574,0.157,0.03726,MS,MS,4.054,4.461,96.425,6.147,204.352,0.00009,0.00018,0.00366,0.00384,0.151,0.03834,5.039,4.567,100.1,5.927,193.954,0.21,6.112,6.327,0.174,35.876,MS,2.948,89.308,5.724,189.644
3285,17/05/2019 20:00,0.00015,0.00474,0.0049,0.158,0.03688,MS,MS,4.589,4.26,96.977,3.534,199.535,0.00014,0.00008,0.00357,0.00365,0.146,0.03942,4.693,4.298,100.1,4.269,174.573,0.183,6.46,6.649,0.167,35.829,MS,3.09,88.367,3.862,183.478
3286,17/05/2019 21:00,0.00016,0.00601,0.00617,0.159,0.03551,MS,MS,5.127,3.953,98.307,5.08,140.385,0.00013,0.00009,0.00325,0.00334,0.137,0.03863,4.152,4.071,100.1,9.427,113.733,0.037,5.704,5.748,0.166,34.952,MS,5.052,89.857,5.281,190.523
3287,17/05/2019 22:00,0.00004,0.00266,0.0027,0.142,0.04104,MS,MS,4.28,3.485,97.658,9.628,93.605,0.00011,0.00017,0.00532,0.00549,0.138,0.03778,3.133,3.754,100.1,8.863,74.714,0.11,4.801,4.918,0.159,36.387,MS,4.448,91.442,6.989,116.309
3288,17/05/2019 23:00,0.00003,0.00227,0.00231,0.137,0.03802,MS,MS,3.692,3.338,96.842,9.486,96.341,0.00006,0.00011,0.00423,0.00434,0.135,0.03523,4.048,3.321,100.1,9.778,96.902,0.117,4.138,4.263,0.152,35.809,MS,5.007,91.47,5.643,95.583
3289,18/05/2019 0:00,0.00064,0.00612,0.00676,0.134,0.03131,MS,MS,2.789,2.668,99.662,9.02,123.256,0.00018,0.00003,0.00154,0.00157,0.128,0.03496,1.711,2.596,100.099,13.303,132.447,0.114,3.785,3.907,0.147,32.801,MS,1.742,92.019,9.665,116.672
3290,18/05/2019 1:00,0.00008,0.00458,0.00466,0.137,0.03299,MS,MS,2.703,2.471,100.002,6.203,160.893,0.00008,0.00002,0.00164,0.00166,0.13,0.03415,1.225,2.518,100.094,8.397,151.91,0.032,5.299,5.34,0.149,31.073,MS,1.507,93.018,6.686,151.699
3291,18/05/2019 2:00,0.00009,0.00387,0.00395,0.135,0.03424,MS,MS,3.993,2.591,100.003,6.57,160.374,Z,Z,Z,Z,Z,Z,1.812,2.745,100.092,9.865,156.367,0.009,3.605,3.623,0.148,32.83,MS,0.776,93.228,6.927,147.794
3292,18/05/2019 3:00,0.00016,0.0043,0.00447,0.133,0.03325,MS,MS,3.703,2.874,100.001,8.86,159.664,0.00009,0.00003,0.00189,0.00192,0.129,0.03666,2.112,3.096,100.084,14.43,158.759,0.013,3.073,3.096,0.148,33.131,MS,1.107,93.773,9.709,150.889
3293,18/05/2019 4:00,0.00008,0.00357,0.00366,0.138,0.03744,MS,MS,2.534,3.038,97.781,7.469,156.564,0.00012,0.00002,0.00159,0.00161,0.126,0.04265,1.479,3.253,100.1,11.874,141.326,0.036,5.35,5.416,0.138,31.967,MS,0.814,93.414,7.893,154.888
3294,18/05/2019 5:00,0.00025,0.00521,0.00545,0.134,0.03889,MS,MS,2.803,2.886,98.129,7.236,126.456,-0.00004,0.00004,0.00236,0.00241,0.125,0.0407,1.94,2.958,100.1,10.119,113.304,0.035,4.34,4.382,0.137,40.553,MS,1.185,90.82,8.963,138.326
3295,18/05/2019 6:00,0.00031,0.00393,0.00424,0.135,0.0398,MS,MS,2.341,2.512,99.021,9.999,128.024,0.00009,0.00007,0.00187,0.00194,0.125,0.0397,1.346,2.597,100.099,12.997,123.392,0.095,6.109,6.212,0.141,37.643,MS,1.607,91.213,8.868,129.251
3296,18/05/2019 7:00,0.00047,0.00404,0.00451,0.133,0.03987,MS,MS,0.743,2.216,98.897,10.047,129.193,0,0.00013,0.00167,0.0018,0.126,0.03954,0.089,2.367,100.099,11.843,123.694,0.201,5.729,5.938,0.145,38.354,MS,0.052,90.782,8.735,129.52
3297,18/05/2019 8:00,0.00087,0.004,0.00486,0.135,0.03866,MS,MS,0.649,2.406,97.811,11.706,134.428,0.00005,0.00014,0.0012,0.00134,0.125,0.03838,0.018,2.525,100.1,15.032,135.887,0.447,5.893,6.348,0.152,37.232,MS,-0.015,90.26,9.137,139.846
3298,18/05/2019 9:00,0.0009,0.00408,0.00499,0.141,0.03715,MS,MS,0.865,2.697,97.932,9.189,148.629,-0.00003,0.00018,0.00126,0.00144,0.124,0.03962,-0.022,2.721,100.1,15.309,144.42,0.461,4.133,4.6,0.154,36.979,MS,-0.504,90.225,10.797,150.342
3299,18/05/2019 10:00,0.00106,0.00371,0.00477,0.142,0.03961,MS,MS,1.133,3.481,94.09,10.703,160.433,0.00007,0.00019,0.00122,0.00141,0.125,0.04133,0.185,3.539,100.1,14.493,144.311,0.581,3.77,4.357,0.161,38.688,MS,-0.29,89.207,10.985,152.725
3300,18/05/2019 11:00,0.00081,0.00401,0.00482,0.143,0.03804,MS,MS,1.893,4.14,89.481,11.955,150.872,0.00002,0.00021,0.00137,0.00159,0.123,0.04029,0.927,4.524,99.893,22.111,144.711,0.41,3.637,4.052,0.156,38.248,MS,0.274,84.94,13.365,153.461
3301,18/05/2019 12:00,0.00077,0.00275,0.00353,0.135,0.03917,MS,MS,2.201,4.29,90.87,17.041,154.355,-0.00002,0.00015,0.00107,0.00122,0.12,0.04027,1.271,4.3,100.1,27.055,142.188,0.363,3.168,3.535,0.151,38.046,MS,0.851,85.189,16.922,145.374
3302,18/05/2019 13:00,0.00067,0.00196,0.00263,0.14,0.03806,MS,MS,2.036,4.642,91.358,15.422,145.727,0,0.00022,0.00106,0.00129,0.122,0.03826,1.382,4.576,100.1,24.399,137.012,0.393,2.689,3.087,0.146,36.974,MS,0.593,86.542,15.985,145.388
3303,18/05/2019 14:00,0.00064,0.00214,0.00278,0.148,0.03854,MS,MS,2.056,5.472,87.032,15.64,139.844,0.00003,0.00018,0.001,0.00118,0.121,0.03977,1.437,5.504,98.972,25.628,140.547,0.392,2.623,3.019,0.144,37.337,MS,0.498,83.821,16.28,150.263
3304,18/05/2019 15:00,0.00074,0.00267,0.0034,0.147,0.03823,MS,MS,2.768,5.327,87.732,14.234,163.031,0,0.00016,0.00104,0.0012,0.123,0.03897,1.514,5.136,100.1,21.598,156.42,0.319,2.838,3.16,0.149,37.309,MS,0.658,82.786,14.955,152.393
3305,18/05/2019 16:00,0.00057,0.00242,0.00298,0.141,0.03847,MS,MS,2.71,5.447,86.308,14.502,161.397,0.00001,0.00019,0.00108,0.00127,0.122,0.03887,1.887,6.061,97.048,21.275,149.708,0.389,3.432,3.823,0.15,35.651,MS,0.742,86.837,11.475,167
3306,18/05/2019 17:00,0.00039,0.00225,0.00265,0.135,0.03883,MS,MS,4.502,6.318,77.446,13.769,160.813,0.00002,0.00013,0.00102,0.00114,0.122,0.03936,3.057,6.583,87.117,24.523,147.289,0.394,3.387,3.782,0.149,35.376,MS,1.342,81.899,11.078,166.94
3307,18/05/2019 18:00,0.00039,0.00225,0.00264,0.13,0.03795,MS,MS,5.079,6.247,77.579,12.951,142.672,-0.00005,0.00011,0.00114,0.00125,0.123,0.03893,3.187,6.532,87.201,22.383,140.2,0.184,3.044,3.229,0.146,36.619,MS,2.253,74.712,13.599,148.044
3308,18/05/2019 19:00,0.00034,0.00249,0.00284,0.129,0.03715,MS,MS,7.947,6.329,79.326,12.508,148.066,-0.00006,0.00006,0.00134,0.00141,0.125,0.0376,3.851,6.418,89.793,19.603,153.891,0.257,4.718,4.975,0.145,33.201,MS,1.876,78.136,10.495,167.019
3309,18/05/2019 20:00,0.0004,0.00491,0.00532,0.135,0.03262,MS,MS,4.47,5.424,85.009,7.808,191.873,-0.00004,0.00011,0.00233,0.00243,0.136,0.03474,3.614,5.53,95.738,11.449,192.342,0.304,5.604,5.908,0.143,30.703,MS,1.158,82.299,9.224,180.316
3310,18/05/2019 21:00,0.00015,0.00524,0.00537,0.141,0.03039,MS,MS,4.391,4.765,89.362,6.134,190.327,-0.00003,0.00002,0.00288,0.0029,0.139,0.03351,3.614,4.719,100.1,6.222,192.942,0.207,7.034,7.24,0.143,27.542,MS,0.857,84.633,5.546,183.113
3311,18/05/2019 22:00,0.00012,0.00722,0.00734,0.159,0.02798,MS,MS,4.159,4.393,90.255,4.112,170.477,-0.00005,0.00004,0.00428,0.00432,0.154,0.02955,4.345,4.438,100.1,4.215,161.417,0.078,8.247,8.323,0.153,25.133,MS,0.849,85.444,3.325,164.257
3312,18/05/2019 23:00,0.0001,0.0094,0.0095,0.168,0.02436,MS,MS,4.11,3.947,92.428,2.93,162.003,-0.00017,0.00003,0.00416,0.00419,0.139,0.0265,4.019,3.931,100.1,5.339,131.159,0.02,7.466,7.484,0.175,24.795,MS,1.017,85.365,3.253,145.241
3313,19/05/2019 0:00,0.00044,0.01328,0.01371,0.183,0.01885,MS,MS,5.234,3.802,94.772,3.623,130.793,-0.00019,0.00004,0.00374,0.00378,0.13,0.02425,4.97,3.672,100.099,7.355,132.804,0.023,9.914,9.934,0.194,22.776,MS,1.341,85.666,5.105,147.506
3314,19/05/2019 1:00,0.00036,0.0074,0.00776,0.152,0.02389,MS,MS,5.654,3.858,95.873,4.388,143.194,-0.00024,0.00004,0.00326,0.00329,0.129,0.02308,4.85,3.749,100.098,7.648,137.683,0.026,8.894,8.916,0.191,22.885,MS,1.408,86.813,6.389,147.299
3315,19/05/2019 2:00,0.00042,0.00776,0.00819,0.143,0.02217,MS,MS,8.305,3.614,97.096,4.658,138.73,Z,Z,Z,Z,Z,Z,4.65,3.451,100.088,7.771,129.861,0.039,7.542,7.58,0.177,22.785,MS,1.501,88.779,6.014,142.62
3316,19/05/2019 3:00,0.00024,0.00708,0.00732,0.152,0.02351,MS,MS,6.757,3.954,96.831,4.597,136.682,-0.00014,0.00004,0.00276,0.0028,0.12,0.02116,5.119,3.586,100.087,6.943,126.302,0.012,7.413,7.419,0.166,23.896,MS,1.533,87.704,7.52,141.888
3317,19/05/2019 4:00,0.00037,0.00684,0.00722,0.146,0.02278,MS,MS,7.425,3.563,99.136,4.571,131.467,-0.00014,0.00008,0.00297,0.00305,0.114,0.0184,5.192,2.947,100.061,8.029,131.81,0.035,8.262,8.292,0.153,24.298,MS,2.482,89.526,8.035,144.393
3318,19/05/2019 5:00,0.00065,0.00898,0.00963,0.142,0.01699,MS,MS,6.222,2.722,99.976,5.593,134.177,-0.00012,0.00018,0.00364,0.00383,0.112,0.015,4.722,2.168,100.048,6.98,130.805,0.022,6.077,6.093,0.137,23.856,MS,3.824,92.306,9.175,149.545
3319,19/05/2019 6:00,0.0017,0.01049,0.0122,0.141,0.01459,MS,MS,8.819,2.699,99.565,5.597,150.208,-0.00016,0.00061,0.00453,0.00514,0.121,0.01629,5.392,1.918,100.052,6.295,147.352,0.102,3.33,3.426,0.133,26.486,MS,3.373,93.57,9.118,153.625
3320,19/05/2019 7:00,0.00183,0.00477,0.0066,0.125,0.02523,MS,MS,6.217,3.264,90.973,9.24,153.347,-0.00013,0.00068,0.00243,0.00311,0.119,0.02571,4.793,3.148,100.092,13.874,149.318,0.372,3.424,3.791,0.136,27.611,MS,3.574,88.022,10.672,152.206
3321,19/05/2019 8:00,0.00164,0.00307,0.00471,0.115,0.03259,MS,MS,4.285,4.394,82.343,10.811,153.24,-0.00016,0.00036,0.00122,0.00158,0.117,0.03407,3.028,4.666,95.382,16.423,149.806,0.588,2.884,3.467,0.134,33.413,MS,2.888,73.642,12.097,145.211
3322,19/05/2019 9:00,0.00053,0.00135,0.00188,0.11,0.03919,MS,MS,2.807,5.31,72.54,13.316,162.049,-0.0001,0.00019,0.00079,0.00098,0.118,0.03849,1.966,5.544,80.846,18.895,153.483,0.363,2.095,2.452,0.132,36.709,MS,2.264,67.475,12.278,145.214
3323,19/05/2019 10:00,0.00043,0.00154,0.00197,0.108,0.03833,MS,MS,2.565,5.476,70.202,13.577,158.825,-0.00013,0.00013,0.00074,0.00087,0.119,0.03807,1.492,5.689,78.614,19.17,152.63,0.229,1.785,2.008,0.131,37.778,MS,1.022,64.216,12.851,154.912
3324,19/05/2019 11:00,0.00045,0.0014,0.00185,0.11,0.03765,MS,MS,2.447,5.744,69.647,12.793,164.872,-0.00013,0.00013,0.00076,0.00089,0.12,0.03756,1.652,6.003,77.516,17.239,149.66,0.262,1.798,2.055,0.133,36.725,MS,0.898,64.609,13.417,162.686
3325,19/05/2019 12:00,0.00056,0.0013,0.00186,0.114,0.03884,MS,MS,2.788,6.868,65.733,13.046,159.903,-0.00008,0.00016,0.00072,0.00088,0.122,0.03893,1.636,7.385,70.976,17.193,151.961,0.289,1.721,2.004,0.134,37.611,MS,1.108,60.608,12.937,160.219
3326,19/05/2019 13:00,0.00038,0.00124,0.00162,0.115,0.04061,MS,MS,2.776,7.714,57.258,13.225,153.366,-0.00002,0.00016,0.00085,0.00102,0.122,0.04027,1.306,7.948,64.971,15.235,164.051,0.388,2.185,2.567,0.136,38.653,MS,1.323,57.441,12.223,164.783
3327,19/05/2019 14:00,0.00041,0.00126,0.00167,0.115,0.04119,MS,MS,2.741,8.685,51.483,12.458,170.844,0.00005,0.00019,0.00109,0.00128,0.122,0.0403,1.317,8.416,60.647,13.357,162.326,0.256,1.654,1.904,0.136,40.294,MS,1.874,52.505,12.054,156.67
3328,19/05/2019 15:00,0.00035,0.0012,0.00154,0.113,0.0426,MS,MS,2.439,9.321,44.956,13.192,170.22,-0.00001,0.00015,0.00097,0.00112,0.118,0.04312,1.063,9.321,48.422,17.315,148.324,0.346,1.988,2.328,0.151,40.33,MS,2.054,49.096,10.534,161.653
3329,19/05/2019 16:00,0.00033,0.00146,0.00179,0.102,0.04543,MS,MS,2.355,9.63,40.094,12.974,163.821,0.00003,0.00017,0.00101,0.00118,0.118,0.04555,1.134,10.011,44.465,19.085,153.254,0.296,2.138,2.427,0.147,41.556,MS,1.926,45.585,11.502,172.196
3330,19/05/2019 17:00,0.00039,0.00151,0.0019,0.099,0.04667,MS,MS,3.613,10.186,39.168,13.142,173.953,-0.00006,0.00017,0.00104,0.00121,0.117,0.0462,1.287,10.337,43.941,17.291,162.748,0.36,2.239,2.592,0.133,43.62,MS,2.009,41.224,12.74,168.422
3331,19/05/2019 18:00,0.00041,0.00188,0.00229,0.11,0.04642,MS,MS,4.508,10.251,39.623,9.71,184.677,0.00007,0.00021,0.00131,0.00152,0.117,0.04627,1.751,10.76,43.001,13.435,177.873,0.395,2.669,3.058,0.127,44.686,MS,2.55,39.582,10.927,183.008
3332,19/05/2019 19:00,0.0004,0.00239,0.00279,0.109,0.04614,MS,MS,5.314,9.927,41.058,10.51,210.23,0.00001,0.00022,0.00171,0.00192,0.119,0.04583,2.256,10.304,45.104,11.624,193.314,0.211,2.362,2.567,0.123,44.519,MS,3.988,41.721,9.8,198.492
3333,19/05/2019 20:00,0.00024,0.00294,0.00317,0.117,0.04447,MS,MS,5.912,9.299,44.236,7.061,225.624,0,0.00022,0.00288,0.0031,0.123,0.04356,2.673,9.382,48.524,9.692,226.353,0.403,3.288,3.684,0.124,42.767,MS,4.343,44.847,8.283,220.343
3334,19/05/2019 21:00,0.00141,0.0206,0.02201,0.143,0.0239,MS,MS,9.819,7.928,52.326,3.974,260.186,0.00003,0.0002,0.00621,0.00641,0.164,0.03807,5.369,8.345,53.305,6.613,263.925,0.074,4.659,4.726,0.158,35.919,MS,6.688,54.545,5.324,274.276
3335,19/05/2019 22:00,0.00507,0.03271,0.03779,0.216,0.00954,MS,MS,10.936,6.694,60.996,3.391,280.625,0.00017,0.00033,0.00958,0.00991,0.337,0.0293,8.513,7.131,64.521,5.08,284.298,0.034,7.127,7.154,0.203,27.655,MS,4.588,63.716,4.598,301.251
3336,19/05/2019 23:00,0.00023,0.01383,0.01406,0.222,0.023,MS,MS,9.613,5.885,70.247,4.776,343.26,0.00006,0.00093,0.01316,0.01409,0.307,0.0242,11.871,6.039,71.482,4.741,276.76,0.035,7.409,7.438,0.194,22.021,MS,4.145,71.622,3.929,300.61
3337,20/05/2019 0:00,0.00008,0.0133,0.01338,0.257,0.02046,MS,MS,11.752,5.065,73.827,2.827,337.681,0.00002,0.00151,0.01749,0.019,0.272,0.01692,15.663,5.217,78.954,3.26,281.077,0.04,8.285,8.318,0.191,18.004,MS,3.537,76.726,2.085,314.406
3338,20/05/2019 1:00,0.00038,0.02296,0.02333,0.337,0.00942,MS,MS,11.87,4.316,78.735,3.471,333.727,0.00009,0.00114,0.02197,0.02311,0.308,0.01051,18.595,4.711,83.941,2.599,267.916,0.076,9.846,9.915,0.216,15.213,MS,2.288,79.553,2.132,291.123
3339,20/05/2019 2:00,0.00457,0.02482,0.02939,0.278,0.00437,MS,MS,9.076,2.803,83.009,5.509,316.211,Z,Z,Z,Z,Z,Z,19.895,3.503,94.522,3.555,247.541,0.218,9.271,9.482,0.179,14.233,MS,2.089,83.494,2.488,286.546
3340,20/05/2019 3:00,0.00155,0.02104,0.02258,0.236,0.00552,MS,MS,7.802,1.843,87.672,1.93,356.57,-0.00001,0.00256,0.02277,0.02534,0.235,0.00439,19.349,2.711,99.249,0.826,251.992,2.432,18.908,21.333,0.173,3.731,MS,2.915,86.337,2.283,291.242
3341,20/05/2019 4:00,0.00405,0.02218,0.02624,0.273,0.00162,MS,MS,9.05,0.729,95.782,1.663,138.891,0.00007,0.00508,0.02127,0.02634,0.22,0.0046,14.982,1.973,100.1,3.269,235.403,0.379,11.201,11.572,0.163,5.721,MS,2.573,89.145,2.289,279.848
3342,20/05/2019 5:00,0.01934,0.0249,0.04426,0.36,0.00091,MS,MS,11.862,0.803,98.969,1.27,39.678,0.0001,0.00574,0.02088,0.02663,0.213,0.00242,13.556,1.648,100.1,1.857,289.098,1.569,13.234,14.801,0.152,3.493,MS,2.166,89.153,2.449,318.057
3343,20/05/2019 6:00,0.0369,0.02362,0.06053,0.391,0.00216,MS,MS,11.365,1.177,98.281,2.871,342.442,0.00015,0.0138,0.02078,0.03458,0.245,0.00503,14.398,2.148,99.921,3.252,338.918,8.245,14.701,22.948,0.182,2.789,MS,2.667,87.984,2.288,288.672
3344,20/05/2019 7:00,0.02386,0.01862,0.04246,0.314,0.00944,MS,MS,9.909,4.066,81.929,1.837,82.375,0.00024,0.02443,0.01755,0.04197,0.228,0.00913,17.153,3.801,96.961,5.329,105.035,16.198,17.338,33.531,0.208,5.296,MS,3.498,77.337,1.29,279.92
3345,20/05/2019 8:00,0.00292,0.00491,0.00784,0.146,0.02548,MS,MS,4.245,5.19,73.414,9.633,133.172,0.00005,0.00104,0.00212,0.00316,0.119,0.02671,4.183,5.518,81.979,12.647,136.241,4.66,12.742,17.382,0.184,20.72,MS,3.288,63.223,11.446,141.034
3346,20/05/2019 9:00,0.00088,0.00161,0.00248,0.131,0.03412,MS,MS,1.624,6.872,61.391,13.977,139.753,0.0001,0.00041,0.001,0.00141,0.119,0.03295,1.882,7.171,69.602,19.069,147.165,0.708,3.424,4.125,0.139,32.859,MS,1.258,56.815,12.759,143.483
3347,20/05/2019 10:00,0.00079,0.0017,0.00249,0.131,0.03565,MS,MS,2.077,7.682,55.999,15.381,144.828,-0.00002,0.00032,0.00101,0.00133,0.119,0.03573,2.373,7.765,63.827,22.008,139.796,0.374,1.993,2.362,0.133,35.982,MS,1.168,52.61,13.958,147.537
3348,20/05/2019 11:00,0.00062,0.00181,0.00243,0.122,0.03864,MS,MS,2.051,8.098,49.377,13.913,149.602,0.00005,0.00022,0.00087,0.00108,0.121,0.03805,2.27,8.338,57.206,20.102,159.805,0.192,1.589,1.776,0.132,39.197,MS,1.153,48.503,16.906,151.817
3349,20/05/2019 12:00,0.00051,0.00181,0.00232,0.125,0.03987,MS,MS,2.211,8.076,48.598,13.732,147.115,0.00008,0.00019,0.00108,0.00127,0.119,0.04094,2.221,8.243,54.12,19.278,149.06,0.177,1.609,1.781,0.129,41.142,MS,1.145,46.336,15.099,159.217
3350,20/05/2019 13:00,0.00052,0.00221,0.00273,0.127,0.0435,MS,MS,2.111,8,45.094,14.536,137.998,-0.00005,0.00016,0.00122,0.00139,0.12,0.04427,2.257,8.149,51.435,20.617,146.628,0.273,2.697,2.966,0.135,40.08,MS,1.308,48.314,11.49,153.295
3351,20/05/2019 14:00,0.00034,0.00303,0.00338,0.112,0.04519,MS,MS,2.542,7.624,46.702,14.212,153.59,-0.00005,0.00015,0.00142,0.00157,0.12,0.0447,2.598,7.518,55.931,20.662,152.466,0.223,2.978,3.197,0.139,39.58,MS,1.245,51.14,12.819,160.458
3352,20/05/2019 15:00,0.00053,0.00265,0.00318,0.123,0.0447,MS,MS,2.834,7.725,49.142,12.695,160.656,-0.00008,0.00019,0.00141,0.0016,0.118,0.04485,3.251,7.852,55.87,17.967,147.4,0.221,2.653,2.871,0.136,44.231,MS,0.977,49.327,11.744,158.94
3353,20/05/2019 16:00,0.00045,0.00259,0.00304,0.133,0.04579,MS,MS,2.524,7.938,47.381,12.95,158.288,-0.00001,0.00014,0.00135,0.00149,0.119,0.04679,2.687,8.035,53.174,19.267,147.357,0.183,2.197,2.376,0.129,45.361,MS,1.053,48.946,13.712,154.332
3354,20/05/2019 17:00,0.00024,0.00248,0.00271,0.117,0.04523,MS,MS,2.336,7.771,47.298,11.99,163.323,-0.00002,0.00014,0.00161,0.00175,0.118,0.04425,2.748,7.893,54.86,16.939,150.422,0.13,2.208,2.335,0.129,45.695,MS,0.762,47.537,13.022,154.757
3355,20/05/2019 18:00,0.0003,0.0031,0.0034,0.126,0.04256,MS,MS,2.75,7.765,49.521,9.61,172.318,-0.00008,0.00018,0.00178,0.00195,0.12,0.04321,3.878,8.052,54.669,12.075,172.266,0.106,2.474,2.577,0.134,43.78,MS,1.19,49.571,10.793,163.847
3356,20/05/2019 19:00,0.00027,0.00343,0.0037,0.128,0.0415,MS,MS,2.937,7.757,50.43,6.751,185.255,-0.00008,0.00015,0.00218,0.00233,0.121,0.04203,3.649,8.011,55.576,8.896,173.472,0.262,4.81,5.069,0.133,40.425,MS,1.247,50.946,7.437,183.04
3357,20/05/2019 20:00,0.00033,0.00497,0.00531,0.132,0.03886,MS,MS,2.858,7.468,52.702,5.281,203.877,0.00003,0.00022,0.00451,0.00473,0.128,0.03948,3.721,7.737,56.81,7.581,216.055,0.124,3.98,4.102,0.129,39.435,MS,1.103,53.129,6.707,199.546
3358,20/05/2019 21:00,0.00006,0.00423,0.00428,0.133,0.03804,MS,MS,2.912,7.04,54.687,3.891,223.478,-0.00009,0.00006,0.00483,0.00489,0.131,0.03807,3.685,7.393,58.384,5.606,225.394,0.097,4.031,4.127,0.133,38.106,MS,1.065,55.073,4.227,210.238
3359,20/05/2019 22:00,0.00007,0.0055,0.00557,0.153,0.0347,MS,MS,3.087,6.744,58.121,1.87,224.958,-0.00007,0.0001,0.00864,0.00874,0.157,0.03383,4.489,7.274,59.13,3.273,256.608,0.013,5.377,5.389,0.142,35.098,MS,1.291,56.898,2.212,203.255
3360,20/05/2019 23:00,0.00006,0.00728,0.00734,0.148,0.03033,MS,MS,3.315,6.265,63.163,0.352,190.385,-0.00011,0.00008,0.00848,0.00856,0.155,0.03345,5.987,7.109,59.394,2.633,265.811,0.019,8.072,8.09,0.157,27.495,MS,1.456,62.227,1.099,255.958
3361,21/05/2019 0:00,0.00012,0.00894,0.00905,0.156,0.02576,MS,MS,3.598,5.929,73.114,1.562,115.141,-0.00005,0.0001,0.01115,0.01125,0.165,0.02681,5.7,6.778,66.709,1.266,170.184,0.017,8.983,8.999,0.178,23.578,MS,1.795,65.567,0.272,45.626
3362,21/05/2019 1:00,0.00014,0.01797,0.01811,0.212,0.01444,MS,MS,4.842,5.315,76.607,0.641,91.969,-0.00001,0.0007,0.01734,0.01804,0.178,0.01849,10.45,6.39,70.712,0.423,357.691,0.092,14.895,14.987,0.223,12.045,MS,2.889,71.591,1.075,11.436
3363,21/05/2019 2:00,0.0003,0.02235,0.02265,0.247,0.00794,MS,MS,7.366,5.416,81.504,1.53,77.107,Z,Z,Z,Z,Z,Z,19.328,5.972,80.753,2.79,127.481,0.089,15.274,15.363,0.22,11.048,MS,2.592,74.92,1.012,326.646
3364,21/05/2019 3:00,0.0002,0.02251,0.02271,0.265,0.01335,MS,MS,8.564,5.592,70.738,2.047,91.279,-0.0001,0.00111,0.02499,0.02611,0.164,0.00952,14.284,5.667,83.488,2.894,93.748,0.077,15.871,15.949,0.201,12.382,MS,3.986,70.471,1.715,70.329
3365,21/05/2019 4:00,0.00006,0.01505,0.01511,0.196,0.01731,MS,MS,7.13,5.519,73.234,0.398,24.642,-0.00006,0.00042,0.01921,0.01963,0.16,0.01727,15.076,5.689,76.784,3.754,49.151,0.247,20.268,20.516,0.21,12.935,MS,5.481,66.157,2.635,77.849
3366,21/05/2019 5:00,0.0002,0.01739,0.01759,0.17,0.01939,MS,MS,6.889,5.529,69.332,3.112,33.261,-0.00013,0.00274,0.027,0.02973,0.165,0.00947,12.208,5.609,78.036,3.138,45.33,0.168,14.361,14.53,0.162,23.755,MS,3.786,64.509,1.968,95.24
3367,21/05/2019 6:00,0.00109,0.02002,0.02112,0.2,0.01504,MS,MS,7.255,5.544,70.037,3.17,43.624,-0.00007,0.01529,0.03051,0.04577,0.234,0.00431,13.91,5.588,79.724,4.109,36.465,0.446,14.821,15.268,0.181,19.693,MS,5.118,66.817,0.55,38.706
3368,21/05/2019 7:00,0.00222,0.01747,0.01969,0.189,0.01445,MS,MS,5.23,5.329,76.238,5.829,89.436,-0.00001,0.01293,0.02463,0.03761,0.188,0.00691,10.833,5.44,85.143,5.068,90.907,1.212,16.992,18.204,0.198,18.064,MS,3.587,66.832,4.264,86.088
3369,21/05/2019 8:00,0.00942,0.02188,0.0313,0.245,0.00921,MS,MS,5.49,5.499,85.576,3.178,128.25,-0.00013,0.00455,0.01487,0.01943,0.152,0.01182,7.297,5.268,98.064,4.031,153.07,3.002,19.544,22.546,0.228,13.629,MS,3.218,73.395,4.136,88.188
3370,21/05/2019 9:00,0.00952,0.02403,0.03354,0.261,0.00888,MS,MS,7.733,5.571,91.852,2.01,182.367,-0.00017,0.0043,0.01613,0.02043,0.183,0.01413,7.673,5.597,100.1,3.313,124.105,3.288,19.876,23.164,0.218,14.895,MS,4.859,79.548,3.094,166.037
3371,21/05/2019 10:00,0.00218,0.01246,0.01464,0.199,0.02273,MS,MS,4.079,5.503,93.221,2.237,87.005,-0.00024,0.00248,0.01297,0.01546,0.145,0.02293,5.724,5.77,100.1,2.108,110.669,1.822,15.927,17.748,0.204,20.938,MS,3.719,84.1,3.09,125.936
3372,21/05/2019 11:00,0.00075,0.00583,0.00658,0.166,0.0322,MS,MS,2.581,5.315,95.441,6.434,80.265,-0.00024,0.00373,0.01311,0.01684,0.158,0.02424,4.319,5.866,100.1,5.397,70.615,0.85,9.211,10.061,0.167,28.205,MS,2.081,86.873,5.047,90.409
3373,21/05/2019 12:00,0.00109,0.00762,0.00871,0.181,0.02945,MS,MS,3.004,5.679,93.657,6.892,51.667,-0.00025,0.00426,0.01305,0.01731,0.176,0.0226,5.708,6.243,100.1,7.036,48.517,0.841,8.929,9.769,0.177,28.237,MS,2.119,89.662,4.69,65.695
3374,21/05/2019 13:00,0.00162,0.00775,0.00936,0.169,0.02519,MS,MS,3.998,6.096,91.536,9.278,50.402,-0.00027,0.00338,0.0125,0.01588,0.157,0.0208,5.13,6.545,100.06,7.848,54.764,0.788,9.053,9.84,0.174,25.841,MS,2.473,88.108,4.967,73.334
3375,21/05/2019 14:00,0.00098,0.00643,0.00742,0.162,0.02705,MS,MS,3.683,6.642,87.682,5.982,71.59,-0.0001,0.00239,0.00859,0.01098,0.147,0.02531,4.844,7.083,98.501,6.177,77.011,0.799,7.431,8.229,0.166,26.337,MS,2.422,83.772,4.369,49.528
