3906,12/06/2022 17:00,0.00239,0.00781,0.0102,0.187,0.04581,MS,MS,7.375,14.652,78.069,9.591,29.709,0.00017,0.00056,0.00312,0.00368,0.129,0.0474,43.992,17.08,52.364,14.954,29.035,0.279,1.977,2.256,0.082,54.497,MS,4.729,44.509,11.898,42.887
3907,12/06/2022 18:00,0.00044,0.00379,0.00423,0.151,0.054,MS,MS,3.197,15.745,52.287,10.547,29.613,0.00004,0.0002,0.00293,0.00312,0.122,0.05184,9.387,17.614,43.831,12.051,36.471,0.132,2.591,2.718,0.087,55.581,MS,5.096,48.416,12.108,47.774
3908,12/06/2022 19:00,0.00026,0.004,0.00426,0.143,0.05437,MS,MS,2.583,14.968,53.411,11.838,36.398,0.00002,0.00007,0.00338,0.00345,0.121,0.05191,5.77,16.051,49.035,12.375,33.87,0.139,4.929,5.064,0.092,54.129,MS,5.444,53.278,9.595,59.19
3909,12/06/2022 20:00,0.00009,0.00388,0.00397,0.14,0.05127,MS,MS,3.299,13.283,75.223,13.343,55.128,0.00004,0.00009,0.00408,0.00417,0.123,0.04719,3.176,13.888,75.371,13.371,25.972,0.116,4.297,4.408,0.09,52.72,MS,5.357,65.027,9.827,52.832
3910,12/06/2022 21:00,0.00013,0.00818,0.0083,0.156,0.04357,MS,MS,3.524,12.358,92.017,10.348,357.98,0,-0.00001,0.00489,0.00488,0.125,0.04412,2.084,12.683,97.553,7.016,25.182,0.072,4.001,4.067,0.091,49.945,MS,5.153,74.152,6.699,25.296
3911,12/06/2022 22:00,0.00002,0.00861,0.00863,0.153,0.04217,MS,MS,3.481,11.863,99.957,4.846,1.388,0.00001,-0.00002,0.00574,0.00572,0.129,0.0423,1.375,12.503,93.839,8.753,7.099,0.021,3.42,3.434,0.093,49.881,MS,4.334,73.015,4.098,353.508
3912,12/06/2022 23:00,0.00002,0.00925,0.00927,0.163,0.03814,MS,MS,3.394,11.772,96.946,5.547,334.793,0.00001,0.00005,0.00692,0.00696,0.128,0.04077,1.525,12.422,87.571,6.435,359.153,0.025,3.795,3.812,0.099,46.66,MS,4.293,72.386,3.165,320.334
3913,13/06/2022 0:00,0.00003,0.00599,0.00603,0.151,0.03833,MS,MS,4.959,11.677,99.916,10.316,345.485,0.00005,0.00002,0.00978,0.0098,0.146,0.03388,4.948,12.505,93.203,7.573,342.086,0.039,3.862,3.892,0.095,42.126,MS,5.917,77.113,5.321,1.948
3914,13/06/2022 1:00,0.00002,0.00534,0.00536,0.152,0.03915,MS,MS,5.697,11.442,99.91,10.373,357.086,0.00004,0.00002,0.00672,0.00674,0.134,0.03536,7.407,12.089,98.929,9.3,354.879,0.052,3.714,3.756,0.095,38.108,MS,6.322,80.849,6.682,22.285
3915,13/06/2022 2:00,0.00003,0.00552,0.00555,0.132,0.03516,MS,MS,6.896,11.124,99.843,10.735,342.244,Z,Z,Z,Z,Z,Z,7.497,11.863,99.665,8.092,353.586,0.081,3.755,3.825,0.105,34.532,MS,7.413,86.971,4.67,336.907
3916,13/06/2022 3:00,0.00003,0.00419,0.00421,0.135,0.03369,MS,MS,8.553,10.973,99.8,10.524,338.28,0.00014,0.00004,0.00753,0.00757,0.139,0.03191,10.305,11.684,100.086,8.329,342.823,0.029,2.902,2.918,0.111,34.872,MS,7.147,89.611,7.007,306.795
3917,13/06/2022 4:00,Z,Z,Z,Z,Z,MS,MS,7.771,10.446,99.791,12.653,334.906,0.0005,0.0001,0.00684,0.00694,0.14,0.02935,9.354,11.207,99.876,10.418,335.917,Z,Z,Z,Z,Z,MS,5.625,90.341,6.826,319.988
3918,13/06/2022 5:00,0.00004,0.00398,0.00402,0.139,0.03358,MS,MS,4.757,10.096,99.808,16.837,333.25,0.001,0.00042,0.00722,0.00764,0.142,0.02951,6.372,10.658,99.846,13.725,334.826,0.039,3.015,3.043,0.113,37.275,MS,3.947,86.559,6.402,305.307
3919,13/06/2022 6:00,0.00019,0.00588,0.00607,0.153,0.0329,MS,MS,3.737,10.294,99.92,15.601,339.618,0.00039,0.00054,0.00874,0.00928,0.154,0.0298,4.145,10.644,99.898,14.096,339.789,0.095,3.854,3.939,0.124,34.72,MS,3.242,84.984,6.111,302.841
3920,13/06/2022 7:00,0.00036,0.00772,0.00807,0.158,0.0298,MS,MS,4.257,9.921,99.845,14.556,348.399,0.00054,0.00278,0.01465,0.01744,0.175,0.02388,7.528,10.208,99.807,11.396,351.927,0.192,4.22,4.401,0.133,35.211,MS,3.555,82.104,6.263,326.52
3921,13/06/2022 8:00,0.0012,0.01055,0.01174,0.182,0.02587,MS,MS,6.219,9.917,99.703,11.58,332.838,0.00038,0.00349,0.01944,0.02294,0.192,0.01836,9.546,10.085,99.701,10.649,334.727,0.378,5.059,5.427,0.142,33.993,MS,4.536,83.272,7.106,328.165
3922,13/06/2022 9:00,0.0013,0.01023,0.01153,0.174,0.03014,MS,MS,7.009,10.75,99.878,14.661,343.047,0.00075,0.00329,0.01849,0.02179,0.196,0.02062,8.877,10.891,99.801,9.948,330.639,0.507,4.754,5.252,0.146,37.759,MS,5.884,79.313,8.842,333.026
3923,13/06/2022 10:00,0.00111,0.00732,0.00843,0.156,0.03633,MS,MS,5.764,11.679,95.854,16.627,346.639,0.00057,0.00237,0.01328,0.01565,0.178,0.02917,8.172,11.696,98.666,13.488,343.029,0.583,3.676,4.25,0.134,41.19,MS,5.529,73.552,11.586,349.93
3924,13/06/2022 11:00,0.00103,0.00529,0.00631,0.15,0.04178,MS,MS,4.954,12.984,77.05,19.791,347.016,0.0007,0.00332,0.01133,0.01465,0.171,0.03382,7.516,13.364,78.862,15.002,348.423,0.402,2.818,3.213,0.132,47.141,MS,3.885,65.466,13.627,4.361
3925,13/06/2022 12:00,0.00093,0.00551,0.00644,0.15,0.04527,MS,MS,6.278,13.926,70.952,19.934,1.497,0.00047,0.00169,0.00951,0.0112,0.159,0.03817,7.787,14.009,74.323,16.39,0.664,0.568,3.037,3.597,0.124,49.606,MS,5.559,62.341,12.884,13.508
3926,13/06/2022 13:00,0.00077,0.00583,0.00661,0.145,0.04746,MS,MS,6.528,14.271,70.956,22.117,351.188,0.00032,0.00125,0.01124,0.01249,0.163,0.0395,8.305,13.899,79.76,13.63,357.044,0.348,2.918,3.261,0.124,52.693,MS,5.871,63.32,13.685,7.118
3927,13/06/2022 14:00,0.00033,0.00652,0.00685,0.148,0.04548,MS,MS,8.627,11.751,95.88,9.055,28.46,0.00012,0.00125,0.01112,0.01236,0.153,0.03796,6.19,11.002,98.519,8.632,58.27,0.215,3.632,3.841,0.128,50.582,MS,7.25,73.927,8.768,18.621
3928,13/06/2022 15:00,0.00037,0.00682,0.00718,0.155,0.04881,MS,MS,6.174,10.591,99.745,12.107,36.122,0.00009,0.00131,0.01059,0.01191,0.154,0.04205,3.111,10.718,99.721,7.793,41.776,0.267,5.172,5.435,0.14,50.632,MS,6.012,87.441,2.439,112.395
3929,13/06/2022 16:00,0.0025,0.01233,0.01483,0.163,0.0421,MS,MS,3.737,9.925,99.574,6.029,198.9,0.00005,0.00048,0.00782,0.0083,0.166,0.04058,0.797,9.91,99.442,5.839,215.98,0.762,7.721,8.479,0.17,47.852,MS,6.943,87.152,3.75,189.241
3930,13/06/2022 17:00,0.00043,0.00842,0.00884,0.178,0.04236,MS,MS,4.237,9.909,99.508,4.693,209.868,0.00005,0.00038,0.00731,0.00768,0.162,0.04022,1.05,9.907,99.405,7.36,237.625,0.332,5.418,5.747,0.156,48.24,MS,7.255,89.369,4.941,270.494
3931,13/06/2022 18:00,0.00097,0.01009,0.01106,0.164,0.03929,MS,MS,2.956,9.785,99.514,5.281,226.142,0.00004,0.00074,0.00836,0.0091,0.159,0.03935,1.285,9.838,99.453,12.463,257.459,0.216,5.381,5.595,0.154,47.758,MS,6.722,91.704,6.255,292.941
3932,13/06/2022 19:00,0.00022,0.00705,0.00727,0.166,0.04315,MS,MS,4.808,9.69,99.516,7.914,305.342,0.00005,0.00066,0.00989,0.01055,0.156,0.03615,2.996,9.851,99.473,8.75,270.772,0.097,4.334,4.43,0.149,47.208,MS,4.582,92.64,7.424,298.885
3933,13/06/2022 20:00,0.00013,0.00581,0.00594,0.158,0.04407,MS,MS,4.254,9.53,99.5,11.012,311.193,0.00004,0.00018,0.00796,0.00814,0.163,0.03965,3.387,9.931,99.445,7.648,301.346,0.051,4.608,4.659,0.137,45.934,MS,3.864,93.733,7.794,299.377
3934,13/06/2022 21:00,0.00015,0.00695,0.0071,0.15,0.04274,MS,MS,4.054,9.57,99.5,12.712,321.228,0.00004,0.00008,0.00683,0.00691,0.147,0.0419,2.49,9.794,99.465,6.114,317.833,0.029,3.939,3.969,0.139,47.032,MS,3.668,94.134,8.454,315.522
3935,13/06/2022 22:00,0.00007,0.00419,0.00426,0.134,0.04481,MS,MS,2.858,9.718,99.5,12.87,325.317,0.00009,0.00015,0.00681,0.00695,0.151,0.03931,2.695,9.955,99.497,8.882,318.741,0.037,3.343,3.382,0.135,47.191,MS,2.559,92.853,8.186,328.766
3936,13/06/2022 23:00,0.00003,0.00258,0.00261,0.131,0.04511,MS,MS,2.785,9.705,99.5,13.175,329.708,0.00011,0.00017,0.00815,0.00833,0.151,0.03697,2.22,9.886,99.45,7.382,309.727,0.025,3.036,3.063,0.13,44.735,MS,3.227,92.676,8.245,324.617
3937,14/06/2022 0:00,0.00007,0.00263,0.0027,0.126,0.04616,MS,MS,2.695,9.577,99.507,16.104,329.942,0.00009,0.0001,0.00703,0.00713,0.146,0.03851,2.572,9.912,99.49,9.447,322.17,0.065,2.308,2.376,0.127,50.548,MS,2.053,91.065,12.031,336.48
3938,14/06/2022 1:00,0.00004,0.00208,0.00212,0.123,0.04727,MS,MS,1.629,9.571,99.554,16.712,326.899,0.00016,0.00014,0.0058,0.00594,0.132,0.04319,0.931,9.923,99.596,12.005,323.834,0.05,2.082,2.136,0.122,49.901,MS,1.307,89.734,11.483,333.579
3939,14/06/2022 2:00,0.00006,0.00177,0.00182,0.121,0.04776,MS,MS,1.496,9.611,99.578,20.311,328.701,Z,Z,Z,Z,Z,Z,0.708,9.941,99.611,14.527,325.533,0.061,1.826,1.892,0.118,50.42,MS,1.34,88.586,14.476,336.466
3940,14/06/2022 3:00,0.00002,0.00135,0.00137,0.122,0.04658,MS,MS,1.557,9.621,99.534,20.693,325.743,0.00012,0.00007,0.00357,0.00364,0.131,0.04396,0.845,9.865,99.55,13.873,323.694,0.06,1.56,1.625,0.114,48.681,MS,1.195,89.052,17.057,335.512
3941,14/06/2022 4:00,Z,Z,Z,Z,Z,MS,MS,1.215,9.603,99.546,22.231,324.062,0.00006,0.00015,0.00452,0.00466,0.133,0.03851,0.704,9.831,99.52,11.001,316.572,Z,Z,Z,Z,Z,MS,1.146,90.358,14.855,328.99
3942,14/06/2022 5:00,0.00003,0.0026,0.00264,0.125,0.04155,MS,MS,0.955,9.413,99.515,21.94,319.673,0.00004,0.00015,0.00366,0.00381,0.131,0.03837,0.727,9.4,99.484,12.57,305.33,0.064,2.146,2.216,0.116,45.669,MS,0.816,91.209,16.737,330.596
3943,14/06/2022 6:00,0.00007,0.00336,0.00343,0.136,0.0457,MS,MS,1.222,9.625,99.513,27.725,334.81,0.00007,0.00017,0.00625,0.00642,0.145,0.04036,0.766,9.954,99.515,21.158,335.559,0.122,2.597,2.725,0.122,47.024,MS,0.672,90.42,16.903,338.74
3944,14/06/2022 7:00,0.00024,0.00391,0.00415,0.139,0.04359,MS,MS,1.225,9.406,99.591,24.169,327.726,0.00008,0.00065,0.008,0.00866,0.153,0.0391,0.907,9.806,99.637,18.327,329.545,0.155,2.695,2.856,0.122,46.583,MS,0.908,88.419,18.151,337.158
3945,14/06/2022 8:00,0.00025,0.00339,0.00364,0.142,0.0406,MS,MS,1.038,8.96,99.606,22.747,316.959,0.00006,0.00123,0.00751,0.00874,0.154,0.03616,1.034,9.257,99.664,14.761,310.213,0.2,2.699,2.905,0.126,42.031,MS,0.731,88.824,15.066,317.247
3946,14/06/2022 9:00,0.00053,0.00524,0.00576,0.149,0.03338,MS,MS,1.061,8.397,99.651,19.652,302.725,0.00007,0.00243,0.0085,0.01093,0.151,0.02961,0.454,8.453,99.677,13.856,296.03,0.217,2.251,2.475,0.119,37.449,MS,0.601,89.601,14.08,310.914
3947,14/06/2022 10:00,0.00039,0.00269,0.00308,0.143,0.03539,MS,MS,1.683,9.179,99.7,27.655,317.5,0.00006,0.00177,0.00643,0.00819,0.146,0.03072,0.296,9.345,99.755,16.423,314.329,0.293,1.998,2.296,0.119,38.658,MS,1.809,85.484,22.884,331.557
3948,14/06/2022 11:00,0.00035,0.00212,0.00247,0.137,0.03698,MS,MS,1.554,9.445,99.783,31.881,313.674,0.00005,0.00155,0.005,0.00655,0.143,0.03284,0.265,9.895,99.819,18.568,312.319,0.243,1.623,1.871,0.115,40.173,MS,1.352,84.282,23.832,326.02
3949,14/06/2022 12:00,0.00031,0.00188,0.00218,0.132,0.03987,MS,MS,1.209,8.945,99.743,38.109,315.522,0.00004,0.0012,0.00459,0.00579,0.141,0.03593,0.052,9.357,99.801,20.896,315.118,0.197,1.569,1.771,0.114,43.206,MS,1.067,84.114,29.998,332.192
3950,14/06/2022 13:00,0.00039,0.00157,0.00195,0.131,0.04202,MS,MS,1.315,9.663,99.786,45.804,327.535,0.00006,0.00112,0.00384,0.00497,0.137,0.03861,0.039,9.906,99.839,31.476,327.449,0.303,1.356,1.663,0.117,45.383,MS,1.07,81.579,35.259,338.127
3951,14/06/2022 14:00,0.00038,0.00146,0.00184,0.131,0.04126,MS,MS,1.388,10.745,99.967,43.072,326.562,0.00008,0.00115,0.00311,0.00426,0.135,0.03889,-0.313,11.054,94.796,31.718,327.71,0.324,1.348,1.677,0.119,44.011,MS,0.894,75.884,33.124,340.493
3952,14/06/2022 15:00,0.00032,0.00142,0.00175,0.131,0.04101,MS,MS,0.989,11.235,90.143,36.493,320.689,0.00009,0.00086,0.00298,0.00384,0.139,0.03857,-0.503,11.509,84.695,25.532,325.508,0.304,1.403,1.712,0.117,43.049,MS,0.504,76.011,23.875,330.572
3953,14/06/2022 16:00,0.00025,0.0013,0.00155,0.128,0.04063,MS,MS,0.895,11.351,84.938,37.318,322.118,0.00007,0.00108,0.0034,0.00448,0.144,0.03715,-0.716,11.747,85.652,24.311,322.385,0.269,1.309,1.582,0.13,42.873,MS,0.323,75.262,24.848,332.582
3954,14/06/2022 17:00,0.00016,0.0015,0.00165,0.127,0.04112,MS,MS,0.495,10.402,97.32,30.097,316.718,0.00007,0.00069,0.0031,0.00379,0.139,0.03764,-0.726,10.919,95.292,18.215,316.591,0.122,1.235,1.362,0.124,44.515,MS,0.146,73.598,22.286,328.478
3955,14/06/2022 18:00,0.00016,0.00165,0.00181,0.127,0.04307,MS,MS,0.459,10.036,99.886,27.787,313.946,0.00007,0.00059,0.00278,0.00337,0.136,0.0401,-0.788,10.551,99.408,16.422,310.6,0.1,1.206,1.31,0.117,45.063,MS,0.264,77.663,19.068,327.617
3956,14/06/2022 19:00,0.00006,0.00199,0.00205,0.13,0.04107,MS,MS,0.856,9.149,99.699,22.247,310.637,0.00006,0.0003,0.00292,0.00322,0.133,0.03825,-0.075,9.558,99.808,14.653,311.996,0.052,1.385,1.442,0.12,42.875,MS,0.354,86.398,16.538,326.819
3957,14/06/2022 20:00,0.00006,0.00204,0.00211,0.134,0.04186,MS,MS,0.852,8.864,99.663,20.194,312.755,0.00005,0.00027,0.00351,0.00379,0.138,0.03825,0.092,9.258,99.713,12.113,313.229,0.033,1.174,1.211,0.117,44.72,MS,0.152,84.699,18.976,321.468
3958,14/06/2022 21:00,0.00004,0.00191,0.00195,0.138,0.04226,MS,MS,0.998,9.431,99.77,21.37,317.106,0.00005,0.00014,0.00304,0.00318,0.146,0.03908,-0.125,9.603,99.778,14.892,336.446,0.033,1.065,1.103,0.119,44.517,MS,0.442,82.034,20.08,322.889
3959,14/06/2022 22:00,0.00011,0.00193,0.00204,0.137,0.04163,MS,MS,1.729,9.879,99.884,26.373,311.657,0.00006,0.00021,0.0025,0.00271,0.137,0.0393,0.106,10.463,99.943,18.217,312.011,0.023,1.022,1.049,0.119,43.632,MS,1.158,80.294,19.022,320.653
3960,14/06/2022 23:00,0.00003,0.00111,0.00114,0.136,0.0414,MS,MS,1.737,10.429,99.99,29.497,311.082,0.00007,0.0002,0.00192,0.00212,0.139,0.03855,0.132,10.792,93.827,18.593,311.588,0.029,0.907,0.94,0.117,43.263,MS,1.85,76.865,22.133,323.527
3961,15/06/2022 0:00,0.00007,0.0013,0.00137,0.136,0.03946,MS,MS,2.412,10.214,99.88,27.974,312.601,0.00005,0.00015,0.002,0.00215,0.139,0.03691,0.491,10.717,97.104,19.013,311.272,0.018,0.857,0.879,0.116,41.037,MS,1.444,80.808,20.469,322.044
3962,15/06/2022 1:00,0.00005,0.00099,0.00104,0.13,0.03841,MS,MS,2.529,10.175,99.871,29.561,311.519,0.00005,0.00017,0.00176,0.00193,0.134,0.03583,0.702,10.599,100.054,18.668,307.748,0.023,0.763,0.79,0.114,40.758,MS,2.506,80.365,23.229,324.025
3963,15/06/2022 2:00,0.00003,0.00075,0.00078,0.127,0.03794,MS,MS,2.239,10.216,99.906,30.573,308.141,Z,Z,Z,Z,Z,Z,0.603,10.578,99.465,18.275,307.718,0.026,0.739,0.769,0.111,39.563,MS,2.041,80.665,21.417,323.155
3964,15/06/2022 3:00,0.00003,0.00081,0.00083,0.131,0.03862,MS,MS,2.288,10.068,99.873,30.773,312.402,0.00007,0.00015,0.00225,0.00239,0.136,0.03562,0.814,10.473,100.064,18.377,309.12,0.032,0.827,0.862,0.112,40.173,MS,2.451,81.744,22.031,326.182
3965,15/06/2022 4:00,Z,Z,Z,Z,Z,MS,MS,3.464,10.251,99.893,31.564,313.402,0.00006,0.00026,0.00203,0.00229,0.14,0.03627,1.629,10.707,98.719,17.763,310.57,Z,Z,Z,Z,Z,MS,3.856,77.821,24.01,328.67
3966,15/06/2022 5:00,0.00006,0.0021,0.00216,0.141,0.04118,MS,MS,6.641,10.895,97.109,32.656,315.79,0.00006,0.00024,0.00256,0.0028,0.148,0.0378,4.066,11.245,92.928,17.819,310.62,0.052,1.493,1.547,0.121,42.67,MS,6.136,76.654,21.545,327.053
3967,15/06/2022 6:00,0.00014,0.00203,0.00218,0.14,0.03866,MS,MS,4.646,10.883,99.443,32.076,316.432,0.00007,0.00056,0.00376,0.00431,0.148,0.03517,3.026,11.335,97.592,17.456,312.481,0.093,1.529,1.623,0.121,40.873,MS,4.68,78.587,22.371,331.454
3968,15/06/2022 7:00,0.00023,0.00229,0.00252,0.144,0.03666,MS,MS,3.187,11.32,97.756,30.556,315.885,0.00008,0.00114,0.00473,0.00587,0.155,0.03295,2.039,11.615,97.147,17.549,311.026,0.136,1.654,1.79,0.126,39.33,MS,3.438,78.037,20.62,328.618
3969,15/06/2022 8:00,0.00031,0.00225,0.00256,0.144,0.03602,MS,MS,2.827,11.809,87.196,32.966,316.648,0.00009,0.00116,0.00456,0.00572,0.156,0.03268,1.775,12.282,86.814,19.019,319.458,0.162,1.671,1.833,0.126,38.952,MS,2.848,72.717,22.624,329.64
3970,15/06/2022 9:00,0.00028,0.00183,0.00211,0.14,0.03493,MS,MS,4.423,12.215,82.757,36.268,322.087,0.00011,0.00131,0.00471,0.00603,0.154,0.03152,1.874,12.671,81.494,23.577,323.634,0.229,1.653,1.88,0.128,37.658,MS,4.07,70.139,24.121,336.332
3971,15/06/2022 10:00,0.0004,0.00178,0.00218,0.139,0.03447,MS,MS,8.933,12.729,78.721,34.404,320.28,0.00012,0.00128,0.0034,0.00468,0.151,0.03185,3.461,13.045,77.953,23.309,321.601,0.241,1.452,1.69,0.122,37.096,MS,7.285,68.396,22.168,330.449
3972,15/06/2022 11:00,0.0004,0.00162,0.00202,0.14,0.03489,MS,MS,11.087,13.515,73.273,32.803,318.701,0.00012,0.0014,0.0031,0.0045,0.156,0.03262,4.975,13.743,72.782,23.509,320.18,0.305,1.257,1.559,0.127,37.576,MS,8.846,64.014,23.587,332.935
3973,15/06/2022 12:00,0.00044,0.00166,0.0021,0.141,0.03508,MS,MS,10.8,13.819,73.075,32.209,318.796,0.00012,0.00108,0.00235,0.00344,0.154,0.03398,4.362,14.483,68.986,26.173,324.606,0.238,1.16,1.394,0.121,38.171,MS,9.012,64.395,24.816,331.52
3974,15/06/2022 13:00,0.00038,0.00142,0.0018,0.141,0.03576,MS,MS,14.37,14.252,71.198,35.522,319.313,0.00011,0.00173,0.00381,0.00554,0.168,0.03259,8.384,14.461,69.861,20.106,320.814,0.245,1.293,1.532,0.129,37.64,MS,11.678,64.058,21.054,327.997
3975,15/06/2022 14:00,0.00036,0.00142,0.00178,0.144,0.03644,MS,MS,17.871,14.955,65.211,36.044,320.991,0.00011,0.00171,0.00326,0.00497,0.171,0.03279,11.957,15.313,64.945,18.119,309.466,0.234,1.131,1.357,0.126,37.595,MS,13.181,59.814,23.402,325.908
3976,15/06/2022 15:00,0.00037,0.00137,0.00173,0.143,0.03713,MS,MS,16.633,15.26,56.773,35.766,317.974,0.00011,0.00137,0.00294,0.00431,0.174,0.03423,12.527,15.902,54.365,19.806,316.457,0.235,1.17,1.397,0.115,38.687,MS,12.915,55.338,24.547,335.629
3977,15/06/2022 16:00,0.00026,0.00132,0.00158,0.143,0.03639,MS,MS,14.035,14.773,58.366,34.738,324.391,0.00011,0.00098,0.00273,0.00371,0.171,0.03442,8.611,15.31,55.735,25.979,330.125,0.23,1.325,1.547,0.115,38.535,MS,12.822,56.048,23.56,335.268
3978,15/06/2022 17:00,0.00026,0.00131,0.00157,0.143,0.03546,MS,MS,14.47,14.687,59.045,31.091,327.113,0.00012,0.00078,0.00276,0.00354,0.172,0.03361,10.134,14.976,57.174,22.184,330.709,0.238,1.346,1.574,0.112,37.661,MS,9.59,56.822,21.958,336.767
3979,15/06/2022 18:00,0.00027,0.00133,0.0016,0.136,0.03551,MS,MS,10.781,14.664,59.985,25.879,316.174,0.00012,0.00065,0.00213,0.00278,0.158,0.03359,7.59,14.973,57.783,16.655,318.528,0.224,1.318,1.531,0.109,38.032,MS,8.288,57.598,18.172,332.399
3980,15/06/2022 19:00,0.00022,0.00149,0.00171,0.142,0.03549,MS,MS,13.886,15.322,53.846,21.532,314.365,0.00011,0.00034,0.00175,0.0021,0.157,0.03425,8.153,15.554,52.793,15.594,317.985,0.119,1.093,1.2,0.106,36.96,MS,11.219,52.83,15.054,319.223
3981,15/06/2022 20:00,0.00029,0.00183,0.00212,0.132,0.03322,MS,MS,8.897,14.907,52.165,20.145,321.693,0.00007,0.00025,0.00202,0.00227,0.144,0.03156,6.924,15.424,49.516,15.622,321.318,0.069,1.066,1.122,0.091,35.109,MS,8.136,51.449,14.15,321.939
3982,15/06/2022 21:00,0.00007,0.00201,0.00208,0.138,0.03278,MS,MS,8.95,13.489,59.582,17.835,329.402,0.00007,0.00031,0.00336,0.00367,0.149,0.03002,8.425,14.568,53.584,12.079,320.58,0.042,1.46,1.488,0.098,34.714,MS,8.543,57.77,10.983,321.512
3983,15/06/2022 22:00,0.00002,0.00251,0.00253,0.138,0.03253,MS,MS,8.977,12.274,67.873,13.584,332.562,0.00008,0.00034,0.00621,0.00655,0.158,0.0273,9.72,13.338,61.314,7.565,317.599,0.035,3.699,3.72,0.108,30.823,MS,8.602,65.353,5.853,292.611
3984,15/06/2022 23:00,0,0.00275,0.00275,0.133,0.03356,MS,MS,6.895,11.797,69.004,11.048,328.747,0.00014,0.00031,0.00929,0.0096,0.162,0.0241,8.738,12.641,66.595,7.256,327.09,0.041,3.322,3.347,0.102,33.593,MS,6.947,64.085,6.643,284.533
3985,16/06/2022 0:00,0.00003,0.00508,0.00511,0.138,0.03099,MS,MS,6.676,11.914,67.064,7.093,312.88,0.00008,0.00165,0.01311,0.01476,0.159,0.02084,8.38,11.593,72.695,7.409,269.832,0.021,4.075,4.079,0.105,32.243,MS,6.189,63.72,6.466,307.362
3986,16/06/2022 1:00,0.00006,0.00591,0.00598,0.139,0.02715,MS,MS,6.975,11.162,72.403,6.39,316.793,0.00006,0.00061,0.01013,0.01074,0.151,0.01989,9.84,10.754,81.288,4.675,266.426,0.043,7.127,7.156,0.116,24.852,MS,7.563,69.923,5.37,297.674
3987,16/06/2022 2:00,0.00026,0.0071,0.00735,0.15,0.0233,MS,MS,7.454,10.89,76.173,5.166,308.592,Z,Z,Z,Z,Z,Z,9.107,10.44,83.929,9.003,268.359,0.026,3.573,3.58,0.116,27.593,MS,7.6,70.514,4.973,311.122
3988,16/06/2022 3:00,0.00003,0.00566,0.00569,0.145,0.02217,MS,MS,7.438,10.289,81.506,4.504,318.479,0.00032,0.00142,0.01152,0.01294,0.149,0.01365,9.582,10.057,87.89,7.739,274.003,0.065,8.087,8.125,0.125,19.685,MS,8.48,75.729,5.613,311.164
3989,16/06/2022 4:00,Z,Z,Z,Z,Z,MS,MS,8.545,9.958,84.394,2.565,304.455,0.00021,0.00164,0.00891,0.01055,0.151,0.01214,10.828,9.781,89.955,7.622,275.1,Z,Z,Z,Z,Z,MS,10.04,78.503,6.403,314.041
3990,16/06/2022 5:00,0.0003,0.00961,0.0099,0.168,0.01326,MS,MS,9.943,9.927,90.148,3.761,329.641,0.00014,0.0028,0.00727,0.01008,0.156,0.01208,10.617,9.872,89.776,7.478,274.155,1.428,10.079,11.487,0.146,9.605,MS,11.126,81.563,5.815,320.089
3991,16/06/2022 6:00,0.00155,0.01003,0.01157,0.18,0.01047,MS,MS,10.54,10.601,84.214,5.653,319.515,0.00013,0.00259,0.00869,0.01128,0.176,0.0098,10.236,9.902,91.617,5.667,267.425,3.074,10.327,13.381,0.169,7.039,MS,10.7,81.759,5.594,311.131
3992,16/06/2022 7:00,0.02184,0.01646,0.03829,0.241,0.00486,MS,MS,11.592,11.334,82.088,1.726,263.796,0.00021,0.00497,0.01058,0.01555,0.226,0.00946,10.145,10.675,85.914,5.407,260.353,6.896,9.951,16.828,0.192,7.453,MS,11.126,77.918,4.63,307.786
3993,16/06/2022 8:00,0.02821,0.01757,0.04577,0.274,0.00956,MS,MS,11.171,13.972,64.531,1.724,348.744,0.00065,0.00902,0.01038,0.0194,0.294,0.01392,13.759,13.195,69.511,2.714,296.983,8.369,7.689,16.039,0.2,11.398,MS,10.692,70.899,4.72,297.365
3994,16/06/2022 9:00,0.0064,0.00887,0.01527,0.208,0.02488,MS,MS,7.111,14.962,60.045,4.11,100.187,0.00104,0.01081,0.01409,0.0249,0.213,0.01994,11.71,16.227,56.499,3.667,119.146,7.29,8.776,16.048,0.206,20.926,MS,8.604,60.275,2.277,212.79
3995,16/06/2022 10:00,0.00446,0.00827,0.01273,0.169,0.0281,MS,MS,8.59,15.604,60.136,6.946,137.102,0.00055,0.002,0.00477,0.00677,0.159,0.02876,12.172,16.511,59.795,8.174,138.923,7.429,11.999,19.41,0.205,26.517,MS,8.479,54.643,4.394,163.01
3996,16/06/2022 11:00,0.00168,0.00472,0.0064,0.149,0.03348,MS,MS,8.269,16.123,58.512,6.465,141.998,0.0003,0.00076,0.00278,0.00354,0.147,0.03261,5.652,16.711,58.6,9.301,140.582,2.741,7.168,9.891,0.168,34.176,MS,7.863,53.132,7.6,156.718
3997,16/06/2022 12:00,0.00102,0.00328,0.0043,0.136,0.03667,MS,MS,9.697,16.632,56.452,9.385,149.492,0.00023,0.00034,0.00181,0.00215,0.135,0.0331,4.858,17.375,55.755,11.023,146.887,0.776,3.162,3.92,0.13,40.199,MS,6.475,52.246,8.325,155.241
